3914,Movie,3rd Class,Ashok Dev,2020,13+,125 min,Romance,The triangle love story  revolves around Jaggi   Sahana and Thrisha who hail from different socio economic background  Sahana and Thrisha both love Jaggie without knowing the reality of him  It is the story of their relationship and how they deal with this difference 
3915,Movie,15 Killings,I  Drakos,2020,18+,97 min,"Horror, Suspense",After committing a series of multiple murders  a neurologist visits an incarcerated killer  living in exile  She studies him and his brain and discovers the horror that lurks behind his violent impulses 
3916,Movie,Werewolf,Adrian Panek,2020,NR,88 min,"Drama, Horror, Suspense",WW2  a group of children liberated from a concentration camp find themselves  aimless and hungry  stranded in an abandoned mansion in the forest  surrounded by vicious attack dogs 
3917,Movie,Warmed Over Krautrock,Mark Tompkins,2021,ALL,82 min,Comedy,Welcome to Essential Music  an L A  record store with more staff members than customers  and where the LP covers act as a Greek chorus  A comedy for anyone who s ever spent too much time obsessing over playlists 
3918,Movie,The Most Fun You Can Have Dying,Kristin Marcon,2021,13+,97 min,"Drama, Romance",Michael steals the money raised for his cancer treatment to go on a trip to Europe  where he falls in love with an enigmatic French drifter 
3919,Movie,The Heiress,Chris Bell,2021,18+,83 min,Horror,Claire and Anna are devoted sisters who live together  Claire begins to see ghostly visions and is hospitalized but the specters were after Anna and her unborn child  They battle with a demon that has cursed the family for three generations 
3921,Movie,Tales of an American Hoodrat,Brandon Lunzman,2019,18+,99 min,"Comedy, Drama",A coming of age story that follows a group of millennial teenagers  as they live their days of adolescence by their own set of rules 
3922,Movie,Strictly For The Streets Vol  1,Katoria Chanyasubkit,2021,18+,70 min,"Comedy, Drama, Romance",Shantel decides to leave Ivy League college in her senior year and attend an HBCU in Savannah  GA  What she quickly learns is that the HBCU lifestyle is a completely different world 
3923,Movie,Sacrilege,David Creed,2021,18+,83 min,Horror,During the Summer solstice  four young women find themselves in the grips of a mysterious pagan cult  They are offered up as a sacrifice to the cult s enigmatic ancient goddess  who has the ability to sense their greatest fears 
3925,Movie,Road to Damascus,Anthony G  Perkins,2021,18+,99 min,"Drama, Suspense",When Shelly  a vulnerable trans woman  goes missing  her roommate  Francis  a depressive recovering alcoholic  must delve into his community s seedy underbelly and confront Shelly s nightmarish past in order to find her 
3926,Movie,Reunion,Jake Mahaffy,2021,NR,95 min,Horror,A pregnant woman returns to her recently deceased grandparents  family home to spend time with her estranged mother  What begins as a reunion turns terrifying 
3927,Movie,Perfect Strangers,Gaylene Preston,2021,PG-13,99 min,"Drama, Romance, Suspense",After Melanie goes home from the pub with a handsome stranger  Sam Neill  she realizes she s been kidnapped 
3928,Movie,Pazhagiya Naatkal,Ramdev,2021,13+,120 min,Romance,The story revolves teen romance between students  which is dismissed as infatuation by their respective parents  Then  in a turn of events  the girl achieves her dream of becoming a doctor  The boy was a loser  They are meeting again after many years  The boy turned his failure into success without knowing that the same girl helped him to achieve in his career 
3929,Movie,New York,Kabir Khan,2009,13+,151 min,"International, Suspense",NEW YORK is a contemporary story of 3 young friends  John Abraham  Katrina Kaif and Neil Nitin Mukesh  set against the larger than life backdrop of NYC  whose beautiful lives are turned upside down by the larger event of 9 11  Enter Agent Roshan  Irrfan   a FBI undercover agent who sets the ball rolling for a set of events that turn the lives of these friends into a thrilling roller coaster ride 
3930,Movie,Mala Aai Vhhaychy,Samruddhi Porey,2011,ALL,129 min,Drama,Mary  Stacy Lee  visits India looking for a surrogate mother  She finds Yashoda  Urmila Kanetkar  to bear her child  but gets disappointed on learning about the child s deformity  Will Mary accept the child 
3931,Movie,Lake of the Woods,Garrett Clancy,2007,16+,94 min,"Drama, Suspense",After his wife dumps him  a failed author rents a mountain in an attempt to write a new book  But he gets involved with a local woman whose angry trucker boyfriend blackmails and menaces the fragile wordsmith 
3932,Movie,Konga TNT,Brett Kelly,2021,13+,73 min,Science Fiction,After becoming injected with a formula derived from an alien ship  a lab gorilla escapes from his containment and befriends two young boys  The alien formula causes the gorilla to grow to gargantuan size and rampage throughout the city and the boys must find a way to save their simian friend before the army takes him down 
3933,Movie,Khokababu,D  Sankaraiyaa,2012,13+,158 min,Comedy,The story of a aimless younger  who fall in love with Don s sister  There is an underworld Don named Shankar Das who lives in Kolkata along with his sister Pooja  Dev joins his organization as an accountant where he gets to know about Puja  They fall deeply in love and the rest of the story evolves around how the hero plays some mind games to win her heart  
3934,Movie,Jean of the Joneses,Stella Meghie,2016,16+,86 min,"Comedy, Drama, Romance",Chaos ensues after the estranged patriarch of the Jones family dies on their doorstep  When the paramedic who answers their 911 call tried to win over acerbic Jean Jones  his attempts are disrupted by old conflicts that come to a boil at the funeral 
3935,Movie,It s All Gone  Pete Tong,Michael Dowse,2005,18+,88 min,"Comedy, Drama",A famous DJ in the Ibiza club scene finds the alcohol and drug fueled party that is his life threatened by the progressive loss of his hearing 
3936,Movie,Hawk   Rev  Vampire Slayers,Ryan Barton Grimley,2021,18+,85 min,"Comedy, Horror",HAWK doesn t just dream about killing vampires    He eats  sleeps and breaths it  One night  they appear at his work and of course no one believes him  except his friend REV a dimwitted vegan pacifist  Together they join forces to save their hometown 
3937,Movie,Be Dune Saade Chaar,Girish Mohite,2009,ALL,132 min,Comedy,Anant Kitturkar  Mohan Joshi  has actually achieved the extraordinary feat of marrying two women   Manorama  Vandana Gupte  and Anjali  Mugdha Shah    who are unaware of each other s existence  Lies  deceit and fake identities have made Anant confident that this secret will go with him to his grave  But there s something else in store for him  And now it s pay off time 
3938,Movie,Back to Gaya,Lenard Fritz Krawinkel  Holger Tappe,2021,7+,88 min,"Action, Animation, Kids",When a group of cartoon characters realize they are just part of an animated TV show  they escape from the mythical land of Gaya into the real world where they come face to face with their creator  From the writers of A BUG S LIFE 
3939,Movie,All the Little Animals,Jeremy Thomas,1999,R,112 min,"Action, Drama, Suspense",Bobby  Christian Bale  runs away from home to escape his violent stepfather  He s taken in by a reclusive older man  John Hurt  until the two of them must confront Bobby s stepfather  Christian Bale is a standout in this dark moral fable 
3940,Movie,After the Reign,Geo Santini,2021,18+,86 min,Comedy,Professional internet troll  Benito Cruz  attempts to pull off his greatest scheme yet  transforming into hardcore rapper  Lil Tito   But he soon finds out that the rap game is even more unpredictable than he expected    Will he survive 
3941,Movie,Aalas Motaapa Ghabraahat,Omar Iyer,2021,16+,52 min,Comedy,Karunesh Talwar is his usual annoyed self in his second stand up special  The whole show is about the relationships he shares with his parents   girlfriend  an attempt at self awareness   the fact that we re all just modified versions of our parents  Written during the Covid lockdown and workshopped on Zoom shows  this special is different from any hour of comedy he s come up with before 
3942,Movie,A I 1 O,Feroz Qureshi,2021,18+,116 min,Drama,Aman  an app developer broke up with his wife Heena  To fill his empty life he met with an AI friend Jessica  She helps him understand the value of love by a series of criminal events  and finally to get his wife back 
3943,Movie,Wheels on the Bus and More Kids Songs,Shannon Jones,2019,ALL,53 min,"Arts, Entertainment, and Culture, Kids",Ride the Bus with Bounce Patrol  50 minutes of some of Bounce Patrol s best songs from our takes on classic nursery rhymes   Wheels on the Bus    Mary Had a Little Lamb   to our grooviest originals   Do The Funky Robot    Little Sharks   
3944,Movie,Tula Shikwin Changlach Dhada,Girish Mohite,2007,ALL,152 min,Comedy,A struggling actor  Sanjay Narvekar  falls in love with a woman  Rujuta Dehmukh  and marries her without realizing that her uncle  Mohan Joshi  is the director who had rejected him  He then comes up with a plan to teach him a lesson 
3945,Movie,The Patron Saint Of Liars,Stephen Gyllenhaal,1998,13+,92 min,Drama,A woman runs away from her husband when she discovers she is pregnant  going to a Catholic school for girls  where she meets and marries another man  who raises the child as his own  Meanwhile  the first husband spends 15 years searching for his wife 
3946,Movie,The Fabulous Joe   In Cinecolor  A Talking Dog Comedy,Harve Foster,1947,13+,59 min,"Action, Comedy, Drama",The story involves a henpecked man who gains courage from a drink called a  Mystery Gardenia  and thereafter has conversations with a talking dog named Fabulous Joe  The dog  which he had inherited  gets him into all kinds of trouble in this screwball comedy filmed in color  It s similar to the  Francis The Talking Mule  movies    Mister Ed  TV series  except it is a dog who has the gift of gab 
3947,Movie,Randolph Scott   Robert Mitchum in Gung Ho    A WWII Marine Classic,Ray Enright,1943,13+,87 min,"Action, Drama",7 weeks after Pearl Harbor  volunteers form the new 2nd Marine Raider Battalion  whose purpose is to raid Japanese held islands  Men selected come from varied walks of life but have toughness in common  Under command of Randolph Scott  they re trained in all imaginable forms of combat  There first mission  annihilate the much larger Japanese garrison on Makin Island  in a lengthy battle sequence 
